No.;PN Title;Content;Sector;Customer;Focus;Services;Technology;Application;Tools;Published;Presentation;Author;Name;Project;Modified By;Modified;Item Type;Path
410;Modellbasierte Werkzeuge fÅr die Software-Entwicklung;Zur Entwicklung komplexer Software benîtigt ein gro·es Unternehmen individuell entwickelte Software-Werkzeuge. ZÅhlke generiert diese in einer integrierten Entwicklungsumgebung mit Hilfe von Modellen in kurzer Zeit.;Automotive;Bosch;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support";;;"Eclipse;#Java EE";14.06.2007;;kal;pn_410_d_werkzeuge_sw_entwicklg_zrh.pdf;;Martin, Elisabeth;27.07.2010 08:46;Item;services/bd/pn/Project Notes published
409;IT-Plattform fÅr Kostenberechnung;ZÅhlke entwickelt eine IT-Plattform zur Berechnung von Zusatzkosten bei Energieversorgern. Die Lîsung ist einfach zu bedienen und bildet die Prozesse optimal ab.;Energy & Water;etrans;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";".NET;#Web Services";Information Systems;"ASP .NET;#IIS;#MS .NET Framework;#RUP;#UML;#Windows;#MS Visual Studio; WinForms; Infragistics; NetAdvant";17.03.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_409_d_master.ppt;mru;pn_409_d_it_plattform_kostenberechnung_zrh.pdf;3640-A-04;Martin, Elisabeth;27.07.2010 08:47;Item;services/bd/pn/Project Notes published
408;Digitalisierung von Rîntgenb°ldern;Ein GerÑtehersteller entwickelt neue kompakte Digitizer fÅr Arztpraxen. ZÅhlke berÑt die Firma beim Erstellen einer Basis-Architektur, die auch fÅr andere Produkte verwendbar ist. Sie hilft, die Produktionskosten zu senken.;Medical & Laboratory Devices;Agfa;Product Innovation;"Development;#_ Product innovation;#__ Product development";;;"Rational Rose;#CAN Bus; FireWire, FDA";10.03.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_408_d_master.ppt;mbo;pn_408_d_digitalisierung_roentgengeraet_zrh.pdf;;Martin, Elisabeth;27.07.2010 08:47;Item;services/bd/pn/Project Notes published
407;Hoch verfÅgbarer Enterprise Message Bus;Eine Gro·bank muss aufgrund neuer regulatorischer Vorschriften ein bestehendes System auf zwei weit auseinander liegende Standorte verteilen. ZÅhlke stellt hîchste VerfÅgbarkeit bei gleich bleibender Performance sicher.;Banking & Financial services;UBS;Software Solutions;"Integration;#_ IT Strategy & Enterprise Architecture";"BizTalk;#Web Services";Enterprise Resource Planning;"ASP .NET;#MS SQL;#Websphere MQ";08.01.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_407_d_master.ppt;cab;pn_407_d_enterprise_message_bus_zrh.pdf;8046;Martin, Elisabeth;27.07.2010 08:48;Item;services/bd/pn/Project Notes published
406;Integrationsplattform fÅr globalen Zahlungsverkehr;Eine internationale Gro·bank erreicht hîhere Sicherheit und vereinfachte Compliance durch einheitliche Zahlungsverarbeitung. Unter der Leitung von ZÅhlke wird das Ziel des umfangreichen Projektes pÅnktlich erreicht.;Banking & Financial services;UBS;Software Solutions;"Integration;#_ IT Strategy & Enterprise Architecture";".NET;#BizTalk";;IBM Websphere;08.01.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_406_d_master.ppt;cab;pn_406_d_integrationsplattform_zahlungsverkehr_zrh.pdf;8053;Martin, Elisabeth;27.07.2010 08:48;Item;services/bd/pn/Project Notes published
405;Testsystem fÅr die Produktion;FÅr die Produktion von Elektromotoren stellt ZÅhlke ein LabVIEW Framework her. Der modulare Aufbau des Testsystems reduziert den Realisierungsaufwand fÅr neue PrÅfplÑtze und erhîht so die FlexibilitÑt der Produktion.;Machinery & Plants;maxonmotor;"Software Solutions; Product Innovation;";"Development;#_ Software solutions;#__ Bespoke Solutions;#_ Product innovation";LabVIEW;Embedded Systems;LabVIEW;22.05.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_405_d_master.ppt;abr;pn_405_d_testsystem_produktion_zrh.pdf;1642;Martin, Elisabeth;27.07.2010 08:48;Item;services/bd/pn/Project Notes published
404;Model-Based Design fÅr Hochvakuum Drucksensoren;PrÑzise Hochvakuum-Drucksensoren sind komplexe Systeme. ZÅhlke modelliert und simuliert ihr Verhalten mit Matlab Simulink, um sie zu verbessern. Aus dem iterativ optimierten Modell wird der Code fÅr die Firmware erstellt.;Measuring, Steering & Control;Inficon;Product Innovation;"Development;#_ Product innovation;#__ Test Engineering;#__ Simulation & Calculation";Model-Based Design;Sensors/Signal Processing;"Matlab;#Simulink;#Stateflow; Fixpoint Blockset; Realtime Workshop";20.03.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_404_d_master.ppt;abr;pn_404_d_vakuum_messinstrumente_zrh.pdf;1608A-05;Martin, Elisabeth;27.07.2010 08:48;Item;services/bd/pn/Project Notes published
403;Relaunch der Website www.zoll.admin.ch;Die Schweizerische Zollverwaltung mîchte die Benutzerfreundlichkeit ihres Internetauftritts verbessern. Das Projektteam erarbeitet zusammen mit Usability Spezialisten von ZÅhlke die Grundlagen dafÅr.;Public Sector;Schweizer Zoll;Software Solutions;"Consulting;#_ Methodology;#__ Usability";Web Services;Rich Internet Applications;Team Enabling;03.03.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_403_d_master.ppt;pa;pn_403_d_zoll_website_zrh.pdf;3651A-05;Martin, Elisabeth;27.07.2010 08:49;Item;services/bd/pn/Project Notes published
402;Neue Generation von Operationsmikroskopen;Die neue Produktgeneration von Operationsmikroskopen ist zuverlÑssiger, kleiner und moderner. ZÅhlke begleitet das Entwicklungsteam des Herstellers mit Erfahrung und neuestem Fachwissen bis zur Serienreife.;Medical & Laboratory Devices;Leica Microsystems;Product Innovation;"Development;#_ Product innovation;#__ Product development";Microprocessors;;DSP;13.02.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_402_d_master.ppt;fit;pn_402_d_operatiosnmikroskop_zrh.pdf;1543A-05;Martin, Elisabeth;27.07.2010 08:49;Item;services/bd/pn/Project Notes published
401;Senkung der Herstellungskosten eines Operationsmikroskops;Bei gleicher FunktionalitÑt mîchte der Hersteller die Kosten fÅr ein Operationsmikroskop senken. Eine Analyse von ZÅhlke zeigt dem Kunden in kurzer Zeit, wo Einsparungen mîglich sind.;Medical & Laboratory Devices;Leica Microsystems;Product Innovation;"Development;#_ Product innovation;#__ Production cost reduction";Digital Engineering;;Kostenreduktion;13.02.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_401_d_master.ppt;fit;pn_401_d_mikroskop_kosten_zrh.pdf;1675A-05;Martin, Elisabeth;27.07.2010 08:50;Item;services/bd/pn/Project Notes published
400;Vakuum MessgerÑt fÅr chirurgische Saugpumpen;FÅr die QualitÑtskontrolle chirurgischer Saugpumpen entwickelt ZÅhlke ein MessgerÑt, das Vakuum und Luftdurchfluss automatisch misst. Dabei werden die GMP-Regulatorien erfÅllt.;Medical & Laboratory Devices;Medela;Product Innovation;"Development;#_ Product innovation;#__ Product development";LabVIEW;;LabVIEW;20.02.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_400_d_master.ppt;fit;pn_400_d_vakuum_messgeraet_zrh.pdf;1676;Martin, Elisabeth;27.07.2010 08:50;Item;services/bd/pn/Project Notes published
399;Mobile Assistenten fÅr Smartphones;FÅr neue MobilfunkgerÑte sollen in kurzer Zeit zusÑtzliche Anwendungen entwickelt und getestet werden. ZÅhlke erfÅllt dank neuestem Wissen und Kontakten zum Softwarehersteller diesen Kundenwunsch.;Telecommunications;Swisscom;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";.NET;Mobile Computing;"C#;#C++;#MS .NET Framework;#MS Visual Studio;#Windows Mobile";01.04.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_399a_d_master.ppt;hop;pn_399a_d_mobile_smartphone_zrh.pdf;3666.01;Martin, Elisabeth;24.08.2010 14:37;Item;services/bd/pn/Project Notes published
399;Mobile Assistenten fÅr Pocket PCs;FÅr neue MobilfunkgerÑte sollen in kurzer Zeit zusÑtzliche Anwendungen entwickelt und getestet werden. ZÅhlke erfÅllt dank neuestem Wissen und guten Kontakten zum Softwarehersteller diesen Kundenwunsch.;Telecommunications;Swisscom;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";.NET;Mobile Computing;"C#;#C++;#MS .NET Framework;#MS Visual Studio;#Windows Mobile";01.04.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_399b_d_master.ppt;hop;pn_399b_d_mobile_assistenten_pocketpc_zrh.pdf;3666.01;Martin, Elisabeth;24.08.2010 14:37;Item;services/bd/pn/Project Notes published
398;Sicherer mit der neuen Einbruch-Melde Anlage;Dank optimierter Architektur kînnen die neuen Einbruch-Meldeanlagen flexibler und kostengÅnstiger produziert werden. Spezialanfertigungen aufgrund von KundenwÅnschen sind einfach zu realisieren.;Devices & Apparatus;Securiton;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";Model-Based Design;;"C#;#C++;#Eclipse;#Java Script;#Perl;#RUP;#UML;#Team Enabling";19.04.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_398_d_master.ppt;dav, mig;pn_398_d_einbruchmeldeanlage_zrh.pdf;3586A-05;Martin, Elisabeth;24.08.2010 14:37;Item;services/bd/pn/Project Notes published
397;Eine Studie fÅr Service orientierte Architektur (SOA);Der Proof-of-Concept fÅr die SOA (Service orientierte Architektur) wird einer Machbarkeitsstudie unterzogen. Diese stÅtzt sich auf verschiedene Prototypen und zeigt, was technisch machbar und wirtschaftlich sinnvoll ist.;Pharma & Biotech;Syngenta;Software Solutions;"Integration;#_ Service-oriented Architectures";".NET;#BizTalk";;"Eclipse;#MS .NET Framework;#Oracle";28.02.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_397_d_master.ppt;we;pn_397_d_konzept_soa_zrh.pdf;3615A-05;Martin, Elisabeth;24.08.2010 14:41;Item;services/bd/pn/Project Notes published
396;Service orientierte Architektur in einer îffentlichen Verwaltung;FÅr die îffentliche Verwaltung wird eine Service orientierte Architektur (SOA) entwickelt. Vereinfachte Schnittstellen reduzieren die Kosten und erhîhen die FlexibilitÑt fÅr die Integration weiterer Systeme.;Public Sector;Stadt ZÅrich (OIZ);Software Solutions;"Integration;#_ Service-oriented Architectures";".NET;#BizTalk;#Web Services";Electronic Payments;"MS .NET Framework;#Windows";19.05.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_396_d_master.ppt;wwi;pn_396_d_soa_verwaltung_zrh.pdf;3606-A-05;Feer, Michael;02.09.2010 10:28;Item;services/bd/pn/Project Notes published
395;Konzepte fÅr eine Service-orientierte Integrationsplattform;FÅr das Hochbaudepartement der Stadt ZÅrich entwickelt ZÅhlke ein Konzept fÅr eine Service-orientierte Integrationsplattform, mit der Wartungskosten und KomplexitÑt der Systemlandschaft verringert werden.;Public Sector;Hochbaudepartement Stadt ZÅrich;Software Solutions;"Integration;#_ Service-oriented Architectures";"BizTalk;#Web Services";;"MS .NET Framework;#RUP;#UML;#MS Visual Studio";11.07.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_395_d_master.ppt;wwi;pn_395_d_soa_integrationsplattform_zrh.pdf;3569A-05;Feer, Michael;02.09.2010 10:28;Item;services/bd/pn/Project Notes published
394;Softwareentwicklung fÅr eine Maschinensteuerung;Dank externer Experten liefert das Entwicklungsteam Software fÅr Maschinensteuerungen termingerecht und kann Projekte besser steuern. Die klare Definition der Kompetenzen aller Verantwortlichen verbessert die AblÑufe.;Machinery & Plants;ESEC;Software Solutions;"Consulting;#_ Methodology;#Development;#_ Software solutions;#__ Bespoke Solutions";;;;03.03.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_394_d_master.ppt;afr;pn_394_d_projekt_assessment_zrh.pdf;3647A-05;Feer, Michael;02.09.2010 10:27;Item;services/bd/pn/Project Notes published
393;Controller Software  optimiert;Dank der VorschlÑge der ZÅhlke Spezialisten kann der Hersteller von Stromversorgungen fÅr Telekommunikationseinrichtungen auf SpezialwÅnsche der Kunden noch schneller reagieren.;Devices & Apparatus;Delta Energy Systems;Software Solutions;"Development;#_ Product innovation;#__ Project management";"BizTalk;#Model-Based Design";;"Rhapsody;#C++; RUP";23.03.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_393_controller software optimiert.ppt;ols;pn_393_d_controller_software_zrh.pdf;3631A-05;Feer, Michael;02.09.2010 10:27;Item;services/bd/pn/Project Notes published
392;Schneller zu neuen Ausweisen fÅr den Flughafenzutritt;"Der Flughafen ZÅrich ersetzt das Zutrittskontrollsystem und optimiert dabei die Prozesse. Das Resultat der gemeinsam mit ZÅhlke erstellten Studie basiert auf
kÅrzeren Durchlaufzeiten fÅr AntrÑge dank optimierten GeschÑftsprozessen.";Public Sector;Unique;"Software Solutions;#Management Consulting";"Consulting;#__ Business Process Management;#_ Methodology;#__ Business Modelling;#__ Requirements Engineering;#Integration;#_ Business Process Management";;"Information Systems;#Information Management";;25.04.2007;;mos;pn_392_d_flughafenzutrittskontrolle_zrh.pdf;;Martin, Elisabeth;25.01.2011 16:24;Item;services/bd/pn/Project Notes published
391;Eine neue Generation von Brandmeldezentralen;Unterschiedliche LÑnderrichtlinien erfordern eine flexible Hardware Architektur fÅr die Brandmeldezentrale FS20. Erfahrende Spezialisten beurteilen Produktvarianten, testen und realisieren die Baugruppen.;Devices & Apparatus;Siemens;Product Innovation;"Development;#_ Product innovation;#__ Product development";;Sensors/Signal Processing;;07.02.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F391_d_master.ppt;gal/fit;pn_391_d_brandmeldezentrale_zrh.pdf;1609A-05;Feer, Michael;02.09.2010 10:25;Item;services/bd/pn/Project Notes published
389;Problemanalyse: Qicktest statt Simulation;Zur Senkung der Produktionskosten von StÅtzpins erarbeitet ZÅhlke eine Analyse und VorschlÑge. Dank der Erfahrung der ZÅhlke Spezialisten kann der Kunde das Ziel in kurzer Zeit erreichen und die Kosten deutlich senken.;Devices & Apparatus;Unaxis;Product Innovation;"Development;#_ Product innovation";;;Problemanalyse, Fehlerbehebung;12.12.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F389_d_master.ppt;wgm/fit;pn_389_d_stuetzpins_zrh.pdf;2199A-05;Feer, Michael;02.09.2010 10:25;Item;services/bd/pn/Project Notes published
388;Technischer Review eines Relaxsessel;Um die hohen Anforderungen der Kunden an QualitÑt und Ergonomie zu erfÅllen, soll ein elektrischer Relaxsessel optimiert werden. ZÅhlke ÅberprÅft in einem technischen Review die FunktionalitÑt, Ergonomie und LangzeitstabilitÑt.;Devices & Apparatus;De Sede;Product Innovation;"Consulting;#_ Technology Consulting;#__ Technology Expertise;#Development;#_ Product innovation;#__ Simulation & Calculation";;;Problemanalyse, Fehlerbehebung;24.10.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F388_d_master.ppt;wgm/fit;pn_388_d_relax_sessel_zrh.pdf;1661A-05;Feer, Michael;02.09.2010 10:25;Item;services/bd/pn/Project Notes published
387;PrÅfstand fÅr Drehzahlsensoren;Ein PrÅfstand zum Test von Drehzahlsensoren wird erweitert und in eine Laserbeschriftungsanlage eingebaut. Die Wiederverwendung von Softwarekomponenten verkÅrzt die Entwicklungszeit erheblich.;Measuring, Steering & Control;Jaquet;Product Innovation;"Development;#_ Product innovation;#__ Product development;#__ Test Engineering";LabVIEW;;"LabVIEW;#Test Engineering";12.12.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F387_d_master.ppt;rva/fit;pn_387_d_drehzahlsensoren_zrh.pdf;1632A-05;Feer, Michael;02.09.2010 10:24;Item;services/bd/pn/Project Notes published
386;Tiefere Herstellungskosten fÅr ein Hydraulikaggregat;FÅr eine wirtschaftliche Erhîhung der Produktion um einige tausend Einheiten mÅssen die Herstellungskosten um einen zweistelligen Prozentsatz gesenkt werden. Durch neue und innovative LîsungsansÑtze ist dies ZÅhlke gelungen.;Machinery & Plants;Bucher;Product Innovation;"Development;#_ Product innovation;#__ Production cost reduction";;;ABC Analyse, Funktionskostenanalyse;23.12.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F386_d_master.ppt;jr/fit;pn_386_d_hydraulikaggregat_zrh.pdf;1643A-05;Feer, Michael;02.09.2010 10:23;Item;services/bd/pn/Project Notes published
385;Ausbildungsreihe Software Estimation;Ein stabiler SchÑtzungsprozess fÅr Software Projekte ist die Voraussetzung fÅr die erfolgreiche Erkennung, Bewertung und Abwehr von Projektrisiken. In der Schulung werden erfolgreich Ma·nahmen zur Optimierung erarbeitet.;Others;Siemens;Software Solutions;"Consulting;#_ Team Training";;;;10.11.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F385_Ausbildungsreihe.ppt;rgr/sbs;pn_385_d_sw_est_zrh.pdf;6303A-05;Feer, Michael;02.09.2010 10:23;Item;services/bd/pn/Project Notes published
384;Entwicklung eines MilchaufschÑumers fÅr den Weltmarkt;"In kurzer Zeit und mit neuen Technologien entwickelt ZÅhlke ein neuartiges ElektrogerÑt zum ErwÑrmen und AufschÑumen von Milch. So kommt der ""Aeroccino"" termingerecht auf den Weltmarkt.";Devices & Apparatus;Nespresso;Product Innovation;"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes;#__ Test Engineering;#__ Project management";Plastics Technology;;;10.10.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F384_MilchaufschÑumer.ppt;fit/hau;pn_384_d_milchschaeumer_zrh.pdf;1586A-05;Feer, Michael;02.09.2010 10:22;Item;services/bd/pn/Project Notes published
383;Laserschneiden per Fingerdruck;Die neue BenutzeroberflÑche der ByVention Laserschneidanlage ist fÅr jeden Benutzer auf einfachste Weise zu bedienen. ZÅhlke entwickelt die Software fÅr das User Interface und berfÅcksichtigt besonders Usability-Kriterien.;Machinery & Plants;Bystronic;Software Solutions;"Consulting;#_ Methodology;#__ Usability;#Development;#_ Software solutions;#__ Bespoke Solutions";.NET;;"C#;#CruiseControl;#MS .NET Framework;#Windows;#Visual Source Safe; nUnit;nAnt;nDoc";30.10.2006;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F383_Laserschneiden per Fingerdruck.ppt;tob/hop/jab;pn_383_d_Laserschneidanlage_zrh.pdf;3610;Feer, Michael;02.09.2010 10:22;Item;services/bd/pn/Project Notes published
382;Prozessdokumentation mit Methode;Ein Unternehmen im Energiebereich mîchte seine GeschÑftsprozesse verbessern. ZÅhlke bietet dem Team des Kunden einen Know-how-Transfer wÑhrend der Projektarbeit, die spÑter ohne externe Hilfe auskommt. ;Energy & Water;Axpo;"Software Solutions;#Management Consulting";"Consulting;#__ Business Process Management;#_ Methodology;#__ Business Modelling;#Integration;#_ Business Process Management";;"Information Systems;#Information Management";;24.04.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_382_d_master.ppt;mos;pn_382_d_prozessdokumentation_zrh.pdf;3568A-06;Feer, Michael;02.09.2010 10:22;Item;services/bd/pn/Project Notes published
381;F&E-Zeit halbiert, Output verdreifacht;"Bei konstanten Investitionen hat es der Kunde geschafft, die ""Time-to-market"" zu halbieren und deutlich mehr neue Produkte auf den Markt zu bringen. Dahinter stehen die Reorganisation und Fokussierung der F&E-Funktionen.";Medical & Laboratory Devices;Phonak;"Product Innovation;#Management Consulting";"Consulting;#__ Organisation development;#_ Methodology;#__ Product Development Process";;Innovation Management;Produktplattform, Strategie, OE;10.10.2005;;cd;pn_381_d_forschung_reorganisation_zrh.pdf;2181A-06;Martin, Elisabeth;31.01.2011 13:25;Item;services/bd/pn/Project Notes published
380;Testsystem fÅr CORBA Services;Durch Produktionssimulationen kînnen Performance Probleme bei neuen Komponenten frÅh gelîst werden. ZÅhlke entwickelt zusammen mit dem Kunden einen flexiblen Service Tester, der auch in anderen Projekten nutzbar ist.;Banking & Financial services;CS;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";J2EE;;"BEAWebLogic;#CORBA;#J2EE;#EJB";29.11.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F380_Testsystem fÅr CORBA Services.ppt;wid/sst;pn_380_d_service_tester_zrh.pdf;3314B-05;Feer, Michael;02.09.2010 10:20;Item;services/bd/pn/Project Notes published
379;Prozessorientierte Software Evaluation;Die neue Ziel-Architektur fÅr die IT-Landschaft unterstÅtzt die AblÑufe optimal und kann an MarktverÑnderungen angepasst werden. ZÅhlke Spezialisten definieren sie nach einer sorgfÑltigen Analyse der AblÑufe im Unternehmen.;Machinery & Plants;Hunkeler;"Software Solutions;#Management Consulting";"Consulting;#__ IT Strategy & Enterprise Architecture;#Integration;#_ IT Strategy & Enterprise Architecture;#_ Business Process Management";;"Enterprise Resource Planning;#Information Management";"Windows;#CRM-System; PDM/PLM-System; Prozessmanagement";04.10.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F379_Hunkeler_SWEvaluation.ppt;rpm;pn_379_d_swevaluation_zrh.pdf;2205A-05;Martin, Elisabeth;17.01.2011 15:47;Item;services/bd/pn/Project Notes published
376;Produktausfall: Ursachen- und Lîsungsanalyse;Die methodische, softwareunterstÅtzte Vorgehensweise ermîglicht eine schnelle Analyse der potentiellen Schadensursachen fÅr einen Produktausfall. Das Produkt kann mit Hilfe der LîsungsvorschlÑge rasch verbessert werden.;Devices & Apparatus;neutral;Product Innovation;"Consulting;#_ Methodology;#__ Innovation technology;#__ Quality assurance";;;Review, Wirkungsnetzanalyse, Goldfire;12.08.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F376_Produktausfall.ppt;edt;pn_376_d_produktausfall_zrh.pdf;1624A-05;Feer, Michael;02.09.2010 10:18;Item;services/bd/pn/Project Notes published
375;Mobile Lîsungen fÅr Servicetechniker;Der Servicetechniker kann seine MessgerÑte schnell und einfach mit Pocket PCs parametrieren. Der PocketPC lîst das bisherige ProgrammiergerÑt ab. Die Kommunikation zum RundsteuerempfÑnger erfolgt mit Bluetooth.;Energy & Water;Enermet;Software Solutions;"Development;#_ Software solutions;#__ Development support";Windows CE;Mobile Computing;"C++;#Mobile Lîsungen, Windows CE, Bluetooth";30.08.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F375_Mobile Lîsung fÅr Servicetechniker.ppt;hop;pn_375_d_mobile_messgeraete_zrh.pdf;3571A-05;Feer, Michael;02.09.2010 10:18;Item;services/bd/pn/Project Notes published
372;Optisches System Åberwacht Wickelvorgang;NÑhmaschinen wickeln vor dem NÑhen den Unterfaden auf Spulen. Ein Sensor soll den Vorgang bei voller Spule stoppen. ZÅhlke entwickelt und simuliert ein optisches System ? der Auftraggeber kann schnell ein Funktionsmuster bauen.;Devices & Apparatus;Bernina;Product Innovation;"Development;#_ Product innovation;#__ Product development;#__ Simulation & Calculation";Optics;Sensors/Signal Processing;"Solid Works;#FRED; Spritzguss";08.04.2009;;bst/fit;pn_372_d_naehmaschine_sensor_zrh.pdf;1574B-05;Feer, Michael;02.09.2010 10:18;Item;services/bd/pn/Project Notes published
371;Optischer Sensor Åberwacht Faden bei NÑhmaschinen;Der Hersteller hochwertiger NÑhmaschinen mîchte den Bedienkomfort verbessern. ZÅhlke entwickelt mit Simulationen ein innovatives Verfahren zum AufspÅren von Fadenrissen und zum Messen der Restfadenmenge. ;Devices & Apparatus;Bernina;Product Innovation;"Development;#_ Product innovation;#__ Product development;#__ Simulation & Calculation";Optics;Sensors/Signal Processing;"Solid Works;#FRED; Spritzguss";08.04.2009;;bst/fit;pn_371_d_naehmaschine_fadenwaechter_zrh.pdf;1547A-05;Feer, Michael;02.09.2010 10:18;Item;services/bd/pn/Project Notes published
370;Modellgetriebene Anforderungsspezifikation;Neue Kundenanforderungen und technische Mîglichkeiten lassen neue Standards entstehen. ZÅhlke koordiniert die Entwicklung einer integrierten Architektur fÅr Voicemail und andere Messaging-Dienste.;Telecommunications;Vodafone;Software Solutions;"Consulting;#_ Methodology;#__ Design Methods";;;"UML;#VBA; OLE";13.06.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F370_Modellgetriebene Anforderungsspezifikation.ppt;as;pn_370_d_anforderungsspezifikation_zrh.pdf;5032.23;Feer, Michael;02.09.2010 10:17;Item;services/bd/pn/Project Notes published
369;Produktentwicklung mit optimierten Prozessen;"So komplex und lÑnderspezifisch wie neue Ticketsysteme sind auch die Prozesse fÅr deren Entwicklung. FÅr Ascom
heisst die Lîsung: gezielte Schulungen sowie verbesserter Austausch Åber alle Standorte.";Devices & Apparatus;Ascom;"Product Innovation;#Management Consulting";"Consulting;#__ Business Process Management;#_ Methodology;#__ Product Development Process";;Innovation Management;Risk Management Change Management;29.08.2005;;rpm;pn_369_d_fahrscheinsystem_entwicklung_zrh.pdf;2197A-06;Martin, Elisabeth;25.01.2011 16:30;Item;services/bd/pn/Project Notes published
368;Design-Heizkîrper mit neuem  Herstellungs-Prozess;Stilvolle Harmonie von Design, Funktion und Technik: Die ?Schnapp?-Montagetechnik ermîglicht beliebige Dimensionen, ist dabei jedoch kostengÅnstig. ZÅhlke entwickelt das Montageverfahren in kurzer Zeit.;Devices & Apparatus;Zehnder;Product Innovation;"Development;#_ Product innovation;#__ Product development";Plastics Technology;;;31.10.2005;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F368_Design-Heizkîrper.ppt;apa;pn_368_d_faral_zrh.pdf;7088A-05;Feer, Michael;02.09.2010 10:16;Item;services/bd/pn/Project Notes published
367;Kalibrationssystem fÅr Neigungssensoren;FÅr die Produktion von Neigungssensoren entwickelt und programmiert ZÅhlke ein Kalibrationssystem. Herausforderungen sind die prÑzise einzustellenden Neigungswinkel und der gro·e Temperaturbereich von 100¯ C.;Measuring, Steering & Control;Vectronix;Product Innovation;"Development;#_ Product innovation;#__ Test Engineering";LabVIEW;;LabVIEW;02.03.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F367_master_d.ppt;av/fit;pn_367_d_kalibrationssystem_zrh.pdf;1451A-06;Feer, Michael;02.09.2010 10:11;Item;services/bd/pn/Project Notes published
